2025-07-17 11:10:16,727 mlscoringinference [INFO | secrets.py : get_secret : 10] --> Fetching secrets for environment: dev
2025-07-17 11:57:33,635 mlscoringinference [INFO | secrets.py : get_secret : 10] --> Fetching secrets for environment: dev
2025-07-17 11:57:38,260 mlscoringinference [INFO | langfuse_client.py : <module> : 19] --> Langfuse client initialized successfully
2025-07-17 11:57:38,373 mlscoringinference [INFO | llm_models.py : get_llm_model : 30] --> Using default model ID: anthropic.claude-3-sonnet-20240229-v1:0
2025-07-17 11:57:38,373 mlscoringinference [INFO | llm_models.py : get_llm_model : 34] --> Initializing ChatBedrockConverse model
2025-07-17 11:57:38,386 mlscoringinference [INFO | llm_models.py : get_llm_model : 43] --> ChatBedrockConverse model initialized successfully
2025-07-17 11:57:38,450 mlscoringinference [INFO | assistant_tool.py : TradingAgent : 24] --> Trading Agent Call.
2025-07-17 11:57:38,450 mlscoringinference [INFO | assistant_tool.py : ReportAgent : 52] --> Report Agent Call.
2025-07-17 11:57:38,450 mlscoringinference [INFO | assistant_tool.py : AccountAgent : 93] --> Account Agent Call.
2025-07-17 11:57:38,450 mlscoringinference [INFO | assistant_tool.py : InformationCentreAgent : 138] --> Information Centre Agent Call.
2025-07-17 11:57:38,450 mlscoringinference [INFO | assistant_tool.py : FundAgent : 169] --> Fund Agent Call.
2025-07-17 11:57:38,450 mlscoringinference [INFO | assistant_tool.py : DPAgent : 195] --> DP Agent Call.
2025-07-17 11:57:38,477 mlscoringinference [INFO | react_tool.py : <module> : 155] --> Initializing basic tools...
2025-07-17 11:57:38,490 mlscoringinference [INFO | llm_models.py : get_llm_model : 30] --> Using default model ID: anthropic.claude-3-sonnet-20240229-v1:0
2025-07-17 11:57:38,490 mlscoringinference [INFO | llm_models.py : get_llm_model : 34] --> Initializing ChatBedrockConverse model
2025-07-17 11:57:38,490 mlscoringinference [INFO | llm_models.py : get_llm_model : 43] --> ChatBedrockConverse model initialized successfully
2025-07-17 11:57:38,498 mlscoringinference [INFO | llm_models.py : get_llm_model : 30] --> Using default model ID: anthropic.claude-3-sonnet-20240229-v1:0
2025-07-17 11:57:38,517 mlscoringinference [INFO | llm_models.py : get_llm_model : 34] --> Initializing ChatBedrockConverse model
2025-07-17 11:57:38,519 mlscoringinference [INFO | llm_models.py : get_llm_model : 43] --> ChatBedrockConverse model initialized successfully
2025-07-17 11:57:38,523 mlscoringinference [INFO | llm_models.py : get_llm_model : 30] --> Using default model ID: anthropic.claude-3-sonnet-20240229-v1:0
2025-07-17 11:57:38,526 mlscoringinference [INFO | llm_models.py : get_llm_model : 34] --> Initializing ChatBedrockConverse model
